,age,education,race,married,nodegree,trainning,earning75,earning78
262,2.10E+01,8.00E+00,black,0.00E+00,1.00E+00,1.00E+00,3.70E+03,4.28E+03
263,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,1.00E+00,1.78E+03,1.11E+04
264,2.70E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,3.58E+02,2.22E+04
265,2.20E+01,9.00E+00,black,0.00E+00,1.00E+00,1.00E+00,3.84E+03,3.46E+03
266,4.60E+01,8.00E+00,black,0.00E+00,1.00E+00,1.00E+00,2.59E+03,0.00E+00
267,1.90E+01,1.00E+01,black,0.00E+00,1.00E+00,1.00E+00,6.06E+03,0.00E+00
268,1.90E+01,1.10E+01,hispanic,1.00E+00,1.00E+00,1.00E+00,5.46E+03,6.79E+03
269,2.20E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,9.36E+02,0.00E+00
270,2.20E+01,1.20E+01,white,0.00E+00,0.00E+00,1.00E+00,8.46E+03,1.26E+04
271,2.60E+01,1.20E+01,black,1.00E+00,0.00E+00,1.00E+00,5.79E+03,1.42E+03
272,2.90E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,4.88E+03,1.10E+04
273,3.10E+01,9.00E+00,black,0.00E+00,1.00E+00,1.00E+00,5.52E+03,9.56E+03
274,2.90E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,1.82E+03,0.00E+00
275,3.50E+01,9.00E+00,black,1.00E+00,1.00E+00,1.00E+00,1.38E+04,1.28E+04
276,2.50E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,2.41E+03,0.00E+00
277,2.20E+01,1.20E+01,hispanic,1.00E+00,0.00E+00,1.00E+00,7.06E+03,1.01E+04
278,2.70E+01,1.00E+01,black,0.00E+00,1.00E+00,1.00E+00,3.55E+03,0.00E+00
279,2.20E+01,1.00E+01,black,1.00E+00,1.00E+00,1.00E+00,5.59E+03,1.32E+04
280,1.90E+01,8.00E+00,black,0.00E+00,1.00E+00,1.00E+00,2.94E+03,7.54E+03
281,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,1.00E+00,1.22E+03,1.09E+03
282,2.10E+01,1.20E+01,white,0.00E+00,0.00E+00,1.00E+00,3.34E+02,1.26E+04
283,2.70E+01,1.20E+01,black,1.00E+00,0.00E+00,1.00E+00,3.34E+02,0.00E+00
284,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,1.00E+00,2.78E+03,5.62E+03
285,2.30E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,5.01E+02,6.71E+02
286,2.70E+01,1.30E+01,white,1.00E+00,0.00E+00,1.00E+00,8.54E+02,0.00E+00
287,2.30E+01,1.20E+01,hispanic,0.00E+00,0.00E+00,1.00E+00,1.12E+03,5.59E+02
288,2.40E+01,1.20E+01,black,0.00E+00,0.00E+00,1.00E+00,2.84E+03,6.17E+03
289,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,1.00E+00,1.48E+03,6.94E+03
290,2.60E+01,1.00E+01,black,0.00E+00,1.00E+00,1.00E+00,6.79E+03,6.73E+02
291,2.50E+01,1.40E+01,black,1.00E+00,0.00E+00,1.00E+00,1.15E+04,3.66E+04
292,2.60E+01,1.00E+01,black,1.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00
293,2.00E+01,9.00E+00,black,0.00E+00,1.00E+00,1.00E+00,0.00E+00,8.88E+03
294,3.10E+01,4.00E+00,black,0.00E+00,1.00E+00,1.00E+00,4.02E+03,7.38E+03
295,2.40E+01,1.00E+01,black,1.00E+00,1.00E+00,1.00E+00,4.08E+03,0.00E+00
296,3.30E+01,1.10E+01,black,1.00E+00,1.00E+00,1.00E+00,2.51E+04,4.18E+03
297,3.30E+01,1.20E+01,black,1.00E+00,0.00E+00,1.00E+00,1.09E+04,1.60E+04
298,2.30E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
299,2.60E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.24E+04
300,2.20E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
301,3.40E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,4.37E+03,1.41E+04
302,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.07E+04
303,4.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.18E+04
304,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,9.23E+03
305,2.70E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,2.48E+03,3.55E+03
306,2.40E+01,8.00E+00,white,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.06E+04
307,3.40E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,6.04E+03
308,2.00E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,8.97E+03,9.20E+03
309,2.40E+01,4.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.88E+03
310,2.80E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,8.03E+02,1.65E+04
311,2.10E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,9.23E+02,0.00E+00
312,2.80E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,2.90E+04,1.01E+04
313,2.00E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,6.00E+03,4.78E+03
314,2.30E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,3.40E+03,0.00E+00
315,2.10E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,7.24E+03,8.98E+03
316,3.60E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
317,1.80E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,7.35E+02,2.50E+03
318,2.10E+01,1.40E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.78E+03
319,3.00E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,5.57E+03,0.00E+00
320,2.60E+01,1.10E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,1.49E+03,0.00E+00
321,2.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
322,3.10E+01,4.00E+00,white,0.00E+00,1.00E+00,0.00E+00,1.07E+04,0.00E+00
323,1.80E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,6.43E+02,1.44E+04
324,2.70E+01,7.00E+00,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
325,1.90E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
326,2.00E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
327,2.80E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.06E+04,4.62E+03
328,3.40E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.11E+03
329,2.40E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.62E+03
330,2.40E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.65E+04
331,2.20E+01,8.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,9.92E+03
332,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.20E+03
333,2.00E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,1.18E+03,8.74E+03
334,2.10E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.34E+03
335,1.90E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,2.81E+03,1.72E+03
336,3.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
337,1.90E+01,9.00E+00,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.67E+04
338,2.40E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.31E+03,0.00E+00
339,4.40E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,9.72E+03
340,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.90E+03,5.57E+03
341,2.20E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,5.32E+02,1.33E+03
342,2.70E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.78E+03
343,2.70E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,1.12E+03,2.16E+02
344,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.61E+03,0.00E+00
345,2.50E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.52E+03
346,3.10E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.70E+04
347,2.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,6.57E+03,5.44E+03
348,2.60E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,5.59E+02,0.00E+00
349,3.00E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.71E+03,0.00E+00
350,2.80E+01,1.10E+01,hispanic,1.00E+00,1.00E+00,0.00E+00,0.00E+00,6.77E+03
351,3.40E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
352,2.10E+01,7.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
353,3.30E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.97E+03
354,1.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.78E+03,7.17E+03
355,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,7.97E+03,0.00E+00
356,1.80E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.86E+03
357,2.70E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,7.52E+02,0.00E+00
358,2.60E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,0.00E+00,6.19E+03
359,2.40E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,9.66E+03,0.00E+00
360,3.10E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.28E+03
361,2.20E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,2.16E+03,0.00E+00
362,2.80E+01,1.40E+01,black,0.00E+00,0.00E+00,0.00E+00,6.54E+03,3.12E+03
363,3.50E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.46E+02
364,2.00E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
365,3.00E+01,9.00E+00,white,0.00E+00,1.00E+00,0.00E+00,3.14E+03,1.32E+03
366,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
367,2.50E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.37E+03
368,3.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
369,2.20E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,6.15E+03,0.00E+00
370,2.10E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,4.49E+02,0.00E+00
371,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.02E+03
372,2.10E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.24E+03,1.76E+03
373,2.50E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.58E+04
374,2.40E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,3.00E+03,5.35E+03
375,3.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.90E+03,1.89E+04
376,2.10E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.24E+04,0.00E+00
377,2.70E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,4.49E+03,0.00E+00
378,2.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.14E+03
379,2.00E+01,1.10E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,6.38E+03
380,2.50E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,1.02E+04,1.00E+04
381,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,6.45E+02,5.50E+03
382,2.60E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.18E+03
383,3.80E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
384,2.10E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,7.65E+03,8.40E+03
385,3.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.91E+03,5.61E+03
386,2.10E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.16E+03,3.95E+04
387,3.10E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,1.04E+04,7.40E+03
388,3.40E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.95E+03
389,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.65E+03,0.00E+00
390,2.40E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.28E+03,8.64E+03
391,1.90E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
392,3.20E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.15E+03
393,2.00E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.33E+03
394,2.30E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
395,3.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.24E+04
396,2.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
397,1.90E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,1.20E+03,1.12E+04
398,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.09E+03
399,2.00E+01,7.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.37E+03
400,2.50E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,9.32E+03,0.00E+00
401,2.10E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.55E+03
402,2.50E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
403,2.20E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.70E+03
404,2.90E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,1.63E+04,1.69E+04
405,2.10E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.86E+03,1.16E+04
406,2.10E+01,7.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.10E+04
407,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
408,2.00E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,1.37E+03,2.09E+04
409,2.10E+01,1.10E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,8.92E+03,2.09E+04
410,2.60E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,7.32E+03,4.68E+03
411,2.40E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.13E+04
412,4.30E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,4.13E+03,7.57E+03
413,3.10E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.73E+03,0.00E+00
414,2.20E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.71E+03,1.01E+02
415,2.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
416,2.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.46E+04
417,2.20E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.29E+04
418,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.87E+03,7.40E+03
419,2.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.77E+03
420,1.80E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,6.53E+03
421,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.14E+03,5.77E+03
422,2.60E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.93E+03
423,2.50E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.09E+04
424,2.60E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,8.48E+03,1.08E+04
425,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.99E+04,2.35E+04
426,2.00E+01,8.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,1.12E+03,1.17E+04
427,2.40E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
428,2.70E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,8.80E+03,1.65E+03
429,2.60E+01,5.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
430,3.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,8.61E+03,0.00E+00
431,3.60E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.47E+04
432,2.20E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
433,2.20E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,5.06E+02,6.04E+02
434,2.50E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.42E+03
435,2.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.77E+03,0.00E+00
436,2.70E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.12E+04
437,2.90E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
438,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.01E+03,6.55E+03
439,2.40E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
440,2.70E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,1.60E+03,6.72E+03
441,1.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,9.02E+02,1.91E+03
442,2.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
443,2.90E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,1.36E+03,1.33E+02
444,3.00E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,9.31E+03,3.98E+03
445,2.20E+01,7.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.35E+04,1.16E+04
446,2.40E+01,7.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.46E+03
447,2.90E+01,1.40E+01,black,0.00E+00,0.00E+00,0.00E+00,3.36E+03,7.23E+03
448,2.90E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.89E+03
449,2.20E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.32E+03,2.64E+03
450,2.50E+01,1.10E+01,hispanic,1.00E+00,1.00E+00,0.00E+00,0.00E+00,4.49E+03
451,3.00E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.36E+04
452,2.20E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.39E+03
453,5.50E+01,3.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.84E+03
454,3.50E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,9.90E+03,9.45E+03
455,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.60E+03
456,2.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.20E+03,9.38E+03
457,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.47E+03,7.90E+03
458,2.70E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.13E+03,0.00E+00
459,2.80E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,6.45E+03,1.70E+04
460,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.53E+03,0.00E+00
461,2.60E+01,1.40E+01,black,1.00E+00,0.00E+00,0.00E+00,2.03E+03,0.00E+00
462,1.90E+01,8.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,1.09E+03,2.99E+03
463,3.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.92E+03
464,2.20E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
465,3.20E+01,1.20E+01,hispanic,1.00E+00,0.00E+00,0.00E+00,0.00E+00,6.74E+03
466,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.87E+03,0.00E+00
467,3.10E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
468,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
469,2.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,4.48E+03,1.29E+02
470,3.20E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,1.24E+04,1.07E+04
471,5.00E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
472,2.00E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,5.92E+02,4.16E+03
473,2.50E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,4.48E+01
474,2.30E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
475,2.10E+01,1.40E+01,black,0.00E+00,0.00E+00,0.00E+00,5.93E+03,2.94E+04
476,3.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
477,2.50E+01,7.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,1.18E+03,9.72E+03
478,2.50E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,3.70E+03
479,2.90E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,2.08E+03,1.70E+04
480,4.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,6.93E+03
481,3.90E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,0.00E+00,3.80E+03
482,2.70E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,2.00E+04,9.07E+03
483,3.40E+01,1.30E+01,black,1.00E+00,0.00E+00,0.00E+00,0.00E+00,5.19E+03
484,2.50E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,3.27E+03,4.79E+02
485,2.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.01E+04,0.00E+00
486,2.40E+01,7.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.19E+03
487,3.20E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.11E+04
488,2.70E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.61E+03
489,2.00E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,4.93E+03,6.09E+03
490,2.90E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,2.27E+03,2.73E+03
491,2.60E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.17E+03
492,4.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
493,2.40E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,4.12E+03,5.97E+02
494,2.80E+01,1.00E+01,white,1.00E+00,1.00E+00,0.00E+00,6.35E+03,6.79E+03
495,2.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.33E+03,9.50E+03
496,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.26E+03
497,2.50E+01,8.00E+00,black,1.00E+00,1.00E+00,0.00E+00,5.16E+02,1.43E+04
498,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,5.72E+03,1.03E+04
499,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.65E+03,2.79E+02
500,2.40E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,8.10E+03,1.12E+04
501,2.00E+01,1.10E+01,white,1.00E+00,1.00E+00,0.00E+00,8.16E+03,6.34E+03
502,2.50E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
503,2.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.63E+02,0.00E+00
504,2.80E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
505,2.10E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,5.44E+03,1.15E+04
506,2.40E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,1.47E+03,1.04E+04
507,3.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
508,2.10E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,1.79E+03,6.83E+03
509,2.10E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,6.61E+03,3.08E+03
510,2.50E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,1.17E+04,1.11E+04
511,2.20E+01,1.00E+01,white,1.00E+00,1.00E+00,0.00E+00,2.30E+04,5.45E+03
512,2.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
513,1.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.71E+03
514,3.10E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
515,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
516,2.20E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.75E+02,9.14E+03
517,3.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
518,2.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.18E+03
519,2.90E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.02E+04
520,3.80E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,1.47E+04,4.39E+03
521,2.00E+01,6.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.85E+03,0.00E+00
522,2.30E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
523,2.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.26E+03,3.29E+03
